BiochemicalReaction1	Pro-EGF is cleaved to form mature EGF	Protein1	Protein2	
BiochemicalReaction929	Phosphorylation of STK4 (MST1) and SAV1 by STK4	Complex1204	SmallMolecule3	
BiochemicalReaction929	Phosphorylation of STK4 (MST1) and SAV1 by STK4	SmallMolecule2	SmallMolecule3	
BiochemicalReaction93	CBL binds and ubiquitinates phosphorylated Sprouty	Protein281	Complex166	
BiochemicalReaction93	CBL binds and ubiquitinates phosphorylated Sprouty	Protein296	Complex166	
BiochemicalReaction93	CBL binds and ubiquitinates phosphorylated Sprouty	Complex165	Complex166	
BiochemicalReaction930	Cleavage of p-STK3 (p-MST2) by caspase 3	Complex1201	Complex1208	
BiochemicalReaction930	Cleavage of p-STK3 (p-MST2) by caspase 3	Complex1201	Protein2708	
BiochemicalReaction931	Cleavage of p-STK4 (p-MST1) by caspase 3	Complex1206	Protein2710	
BiochemicalReaction931	Cleavage of p-STK4 (p-MST1) by caspase 3	Complex1206	Complex1211	
BiochemicalReaction932	KIBRA (WWC1) binds LATS proteins	Protein2712	Complex1213	
BiochemicalReaction932	KIBRA (WWC1) binds LATS proteins	Protein2713	Complex1213	
BiochemicalReaction933	NPHP4 protein binds LATS proteins	Protein2716	Complex1214	
BiochemicalReaction933	NPHP4 protein binds LATS proteins	Protein2713	Complex1214	
BiochemicalReaction934	Phosphorylation of LATS1 and 2 by p-STK3 (p-MST2)	SmallMolecule2	Complex1216	
BiochemicalReaction934	Phosphorylation of LATS1 and 2 by p-STK3 (p-MST2)	Complex1215	Complex1216	
BiochemicalReaction934	Phosphorylation of LATS1 and 2 by p-STK3 (p-MST2)	Complex1215	SmallMolecule3	
BiochemicalReaction934	Phosphorylation of LATS1 and 2 by p-STK3 (p-MST2)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction935	Phosphorylation of LATS1 and 2 by p-STK3 (MST2)/N	SmallMolecule2	Complex1216	
BiochemicalReaction935	Phosphorylation of LATS1 and 2 by p-STK3 (MST2)/N	Complex1215	Complex1216	
BiochemicalReaction935	Phosphorylation of LATS1 and 2 by p-STK3 (MST2)/N	Complex1215	SmallMolecule3	
BiochemicalReaction935	Phosphorylation of LATS1 and 2 by p-STK3 (MST2)/N	SmallMolecule2	SmallMolecule3	
BiochemicalReaction936	Phosphorylation of LATS1 and 2 by p-STK4 (p-MST1)	SmallMolecule2	Complex1216	
BiochemicalReaction936	Phosphorylation of LATS1 and 2 by p-STK4 (p-MST1)	Complex1215	Complex1216	
BiochemicalReaction936	Phosphorylation of LATS1 and 2 by p-STK4 (p-MST1)	Complex1215	SmallMolecule3	
BiochemicalReaction936	Phosphorylation of LATS1 and 2 by p-STK4 (p-MST1)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction937	Phosphorylation of LATS1 and 2 by p-STK4(MST1)/N	SmallMolecule2	Complex1216	
BiochemicalReaction937	Phosphorylation of LATS1 and 2 by p-STK4(MST1)/N	Complex1215	Complex1216	
BiochemicalReaction937	Phosphorylation of LATS1 and 2 by p-STK4(MST1)/N	Complex1215	SmallMolecule3	
BiochemicalReaction937	Phosphorylation of LATS1 and 2 by p-STK4(MST1)/N	SmallMolecule2	SmallMolecule3	
BiochemicalReaction938	Phosphorylation of MOB1A and B by p-STK3 (p-MST2)	SmallMolecule2	Protein2717	
BiochemicalReaction938	Phosphorylation of MOB1A and B by p-STK3 (p-MST2)	Protein2723	Protein2717	
BiochemicalReaction938	Phosphorylation of MOB1A and B by p-STK3 (p-MST2)	Protein2723	SmallMolecule3	
BiochemicalReaction938	Phosphorylation of MOB1A and B by p-STK3 (p-MST2)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction939	Phosphorylation of MOB1A and B by p-STK3(MST2)/N	SmallMolecule2	Protein2717	
BiochemicalReaction939	Phosphorylation of MOB1A and B by p-STK3(MST2)/N	Protein2723	Protein2717	
BiochemicalReaction939	Phosphorylation of MOB1A and B by p-STK3(MST2)/N	Protein2723	SmallMolecule3	
BiochemicalReaction939	Phosphorylation of MOB1A and B by p-STK3(MST2)/N	SmallMolecule2	SmallMolecule3	
BiochemicalReaction94	Ubiquitination of stimulated EGFR (CBL)	Protein281	Complex168	
BiochemicalReaction94	Ubiquitination of stimulated EGFR (CBL)	Complex165	Complex168	
BiochemicalReaction940	Phosphorylation of MOB1A and B by p-STK4 (p-MST1)	SmallMolecule2	Protein2717	
BiochemicalReaction940	Phosphorylation of MOB1A and B by p-STK4 (p-MST1)	Protein2723	Protein2717	
BiochemicalReaction940	Phosphorylation of MOB1A and B by p-STK4 (p-MST1)	Protein2723	SmallMolecule3	
BiochemicalReaction940	Phosphorylation of MOB1A and B by p-STK4 (p-MST1)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction941	Phosphorylation of MOB1A and B by p-STK4(MST1)/N	SmallMolecule2	Protein2717	
BiochemicalReaction941	Phosphorylation of MOB1A and B by p-STK4(MST1)/N	Protein2723	Protein2717	
BiochemicalReaction941	Phosphorylation of MOB1A and B by p-STK4(MST1)/N	Protein2723	SmallMolecule3	
BiochemicalReaction941	Phosphorylation of MOB1A and B by p-STK4(MST1)/N	SmallMolecule2	SmallMolecule3	
BiochemicalReaction942	Phosphorylated MOB1A proteins associate with LATS proteins	Protein2717	Complex1215	
BiochemicalReaction942	Phosphorylated MOB1A proteins associate with LATS proteins	Protein2713	Complex1215	
BiochemicalReaction943	Translocation of YAP1 to the nucleus	Protein920	Protein921	
BiochemicalReaction944	YAP1 binds ZO-2 (TJP2)	Protein2726	Complex1217	
BiochemicalReaction944	YAP1 binds ZO-2 (TJP2)	Protein920	Complex1217	
BiochemicalReaction945	Translocation of YAP1:ZO-2 (TJP2) to the nucleus	Complex1217	Complex1218	
BiochemicalReaction946	AMOT proteins bind YAP1	Protein2728	Complex1219	
BiochemicalReaction946	AMOT proteins bind YAP1	Protein920	Complex1219	
BiochemicalReaction947	Phosphorylation of YAP by LATS1	SmallMolecule2	Protein2732	
BiochemicalReaction947	Phosphorylation of YAP by LATS1	Protein920	Protein2732	
BiochemicalReaction947	Phosphorylation of YAP by LATS1	Protein920	SmallMolecule3	
BiochemicalReaction947	Phosphorylation of YAP by LATS1	SmallMolecule2	SmallMolecule3	
BiochemicalReaction948	Phosphorylation of YAP by LATS2	SmallMolecule2	Protein2733	
BiochemicalReaction948	Phosphorylation of YAP by LATS2	Protein920	Protein2733	
BiochemicalReaction948	Phosphorylation of YAP by LATS2	Protein920	SmallMolecule3	
BiochemicalReaction948	Phosphorylation of YAP by LATS2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction949	YWHAB (14-3-3 beta/alpha) dimer binds phosphorylated YAP1	Protein2734	Complex1223	
BiochemicalReaction949	YWHAB (14-3-3 beta/alpha) dimer binds phosphorylated YAP1	Complex1222	Complex1223	
BiochemicalReaction95	CBL binds to GRB2	Protein302	Complex169	
BiochemicalReaction95	CBL binds to GRB2	Protein62	Complex169	
BiochemicalReaction950	Translocation of WWTR1 (TAZ) to the nucleus	Protein1160	Protein1161	
BiochemicalReaction951	WWTR1 (TAZ) binds ZO-1 (TJP1)	Protein1160	Complex1224	
BiochemicalReaction951	WWTR1 (TAZ) binds ZO-1 (TJP1)	Protein2735	Complex1224	
BiochemicalReaction952	WWTR1 (TAZ) binds ZO-2 (TJP2)	Protein1160	Complex1225	
BiochemicalReaction952	WWTR1 (TAZ) binds ZO-2 (TJP2)	Protein2726	Complex1225	
BiochemicalReaction953	AMOT proteins bind WWTR1 (TAZ)	Protein1160	Complex1226	
BiochemicalReaction953	AMOT proteins bind WWTR1 (TAZ)	Protein2728	Complex1226	
BiochemicalReaction954	Phosphorylation of WWTR1 (TAZ) by LATS1	Protein1160	Protein2736	
BiochemicalReaction954	Phosphorylation of WWTR1 (TAZ) by LATS1	SmallMolecule2	Protein2736	
BiochemicalReaction954	Phosphorylation of WWTR1 (TAZ) by LATS1	SmallMolecule2	SmallMolecule3	
BiochemicalReaction954	Phosphorylation of WWTR1 (TAZ) by LATS1	Protein1160	SmallMolecule3	
BiochemicalReaction955	Phosphorylation of WWTR1 (TAZ) by LATS2	Protein1160	Protein2736	
BiochemicalReaction955	Phosphorylation of WWTR1 (TAZ) by LATS2	SmallMolecule2	Protein2736	
BiochemicalReaction955	Phosphorylation of WWTR1 (TAZ) by LATS2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction955	Phosphorylation of WWTR1 (TAZ) by LATS2	Protein1160	SmallMolecule3	
BiochemicalReaction956	DVL2 binds phosphorylated WWTR1 (TAZ)	Protein2737	Complex1227	
BiochemicalReaction956	DVL2 binds phosphorylated WWTR1 (TAZ)	Protein2736	Complex1227	
BiochemicalReaction957	YWHAE (14-3-3 epsilon) dimer binds phosphorylated WWTR1 (TAZ)	Protein2736	Complex1228	
BiochemicalReaction957	YWHAE (14-3-3 epsilon) dimer binds phosphorylated WWTR1 (TAZ)	Complex327	Complex1228	
BiochemicalReaction958	IGF1/2 binds IGF1R	Protein2738	Complex1230	
BiochemicalReaction958	IGF1/2 binds IGF1R	Complex1229	Complex1230	
BiochemicalReaction959	Autophosphorylation of IGF1R	SmallMolecule2	Complex1231	
BiochemicalReaction959	Autophosphorylation of IGF1R	Complex1230	Complex1231	
BiochemicalReaction959	Autophosphorylation of IGF1R	Complex1230	SmallMolecule3	
BiochemicalReaction959	Autophosphorylation of IGF1R	SmallMolecule2	SmallMolecule3	
BiochemicalReaction96	Localization of CBL:GRB2 to the membrane	Complex169	Complex170	
BiochemicalReaction96	Localization of CBL:GRB2 to the membrane	Complex4	Complex170	
BiochemicalReaction960	Binding of SHC1 by phosphorylated IGF1R	Complex1231	Complex1233	
BiochemicalReaction960	Binding of SHC1 by phosphorylated IGF1R	Protein2747	Complex1233	
BiochemicalReaction961	Phosphorylation of SHC1 by IGF1R	SmallMolecule2	Complex1234	
BiochemicalReaction961	Phosphorylation of SHC1 by IGF1R	Complex1233	Complex1234	
BiochemicalReaction961	Phosphorylation of SHC1 by IGF1R	Complex1233	SmallMolecule3	
BiochemicalReaction961	Phosphorylation of SHC1 by IGF1R	SmallMolecule2	SmallMolecule3	
BiochemicalReaction962	IGF1/2:p-IGF1R binds IRS1/4	Protein2755	Complex1235	
BiochemicalReaction962	IGF1/2:p-IGF1R binds IRS1/4	Complex1231	Complex1235	
BiochemicalReaction963	IGF1/2:p-IGF1R binds IRS2	Complex1231	Complex1236	
BiochemicalReaction963	IGF1/2:p-IGF1R binds IRS2	Protein378	Complex1236	
BiochemicalReaction964	IGF1/2:p-IGF1R phosphorylates IRS1/2/4	SmallMolecule2	Complex1238	
BiochemicalReaction964	IGF1/2:p-IGF1R phosphorylates IRS1/2/4	Complex1237	Complex1238	
BiochemicalReaction964	IGF1/2:p-IGF1R phosphorylates IRS1/2/4	Complex1237	SmallMolecule3	
BiochemicalReaction964	IGF1/2:p-IGF1R phosphorylates IRS1/2/4	SmallMolecule2	SmallMolecule3	
BiochemicalReaction965	Activin A/AB/B Binds Activin Receptor ACVR2A/B:ACVR1B	Protein2764	Complex1243	
BiochemicalReaction965	Activin A/AB/B Binds Activin Receptor ACVR2A/B:ACVR1B	Protein2763	Complex1243	
BiochemicalReaction965	Activin A/AB/B Binds Activin Receptor ACVR2A/B:ACVR1B	Complex1239	Complex1243	
BiochemicalReaction966	Activin AB/B Binds Activin Receptor ACVR2A/B:ACVR1C	Protein2763	Complex1245	
BiochemicalReaction966	Activin AB/B Binds Activin Receptor ACVR2A/B:ACVR1C	Protein2767	Complex1245	
BiochemicalReaction966	Activin AB/B Binds Activin Receptor ACVR2A/B:ACVR1C	Complex1244	Complex1245	
BiochemicalReaction967	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1B (ActRIB, ALK4) in Response to Activin	Complex1243	Complex1246	
BiochemicalReaction967	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1B (ActRIB, ALK4) in Response to Activin	SmallMolecule2	Complex1246	
BiochemicalReaction967	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1B (ActRIB, ALK4) in Response to Activin	SmallMolecule2	SmallMolecule3	
BiochemicalReaction967	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1B (ActRIB, ALK4) in Response to Activin	Complex1243	SmallMolecule3	
BiochemicalReaction968	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1C (ActRIC, ALK7) in Response to Activin	Complex1245	Complex1247	
BiochemicalReaction968	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1C (ActRIC, ALK7) in Response to Activin	SmallMolecule2	Complex1247	
BiochemicalReaction968	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1C (ActRIC, ALK7) in Response to Activin	SmallMolecule2	SmallMolecule3	
BiochemicalReaction968	ACVR2A/B (ActRIIA/B) Phosphorylates ACVR1C (ActRIC, ALK7) in Response to Activin	Complex1245	SmallMolecule3	
BiochemicalReaction969	Phosphorylation of SMAD2/3 by Activin:Activin Receptor	SmallMolecule2	Protein1111	
BiochemicalReaction969	Phosphorylation of SMAD2/3 by Activin:Activin Receptor	Protein1107	Protein1111	
BiochemicalReaction969	Phosphorylation of SMAD2/3 by Activin:Activin Receptor	Protein1107	SmallMolecule3	
BiochemicalReaction969	Phosphorylation of SMAD2/3 by Activin:Activin Receptor	SmallMolecule2	SmallMolecule3	
BiochemicalReaction97	Phosphorylation of CBL (EGFR:GRB2:CBL)	Complex170	SmallMolecule3	
BiochemicalReaction97	Phosphorylation of CBL (EGFR:GRB2:CBL)	SmallMolecule2	SmallMolecule3	
BiochemicalReaction97	Phosphorylation of CBL (EGFR:GRB2:CBL)	SmallMolecule2	Complex171	
BiochemicalReaction97	Phosphorylation of CBL (EGFR:GRB2:CBL)	Complex170	Complex171	
BiochemicalReaction970	Phospho R-SMAD(SMAD2/3):CO-SMAD(SMAD4):FOXH1 Binds Activin Response Element	Complex720	Complex1249	
BiochemicalReaction970	Phospho R-SMAD(SMAD2/3):CO-SMAD(SMAD4):FOXH1 Binds Activin Response Element	Protein2770	Complex1249	
BiochemicalReaction970	Phospho R-SMAD(SMAD2/3):CO-SMAD(SMAD4):FOXH1 Binds Activin Response Element	PhysicalEntity58	Complex1249	
BiochemicalReaction971	FSTL3 binds Activin	Complex1239	Complex1251	
BiochemicalReaction971	FSTL3 binds Activin	Protein2772	Complex1251	
BiochemicalReaction972	Follistatin (FST) binds Activin	Complex1239	Complex1252	
BiochemicalReaction972	Follistatin (FST) binds Activin	Protein2773	Complex1252	
BiochemicalReaction973	PNLIP:CLPS hydrolyses RPALM to atROL and PALM	SmallMolecule219	SmallMolecule112	
BiochemicalReaction973	PNLIP:CLPS hydrolyses RPALM to atROL and PALM	SmallMolecule220	SmallMolecule112	
BiochemicalReaction973	PNLIP:CLPS hydrolyses RPALM to atROL and PALM	SmallMolecule220	SmallMolecule221	
BiochemicalReaction973	PNLIP:CLPS hydrolyses RPALM to atROL and PALM	SmallMolecule219	SmallMolecule221	
BiochemicalReaction974	PLB1 hydrolyses RPALM to atROL	SmallMolecule219	SmallMolecule112	
BiochemicalReaction974	PLB1 hydrolyses RPALM to atROL	SmallMolecule220	SmallMolecule112	
BiochemicalReaction974	PLB1 hydrolyses RPALM to atROL	SmallMolecule220	SmallMolecule221	
BiochemicalReaction974	PLB1 hydrolyses RPALM to atROL	SmallMolecule219	SmallMolecule221	
BiochemicalReaction975	atROL binds to RBP2	SmallMolecule221	Complex1254	
BiochemicalReaction975	atROL binds to RBP2	Protein2777	Complex1254	
BiochemicalReaction976	BCMO1:Fe2+ oxidises betaC to atRAL	SmallMolecule224	SmallMolecule225	
BiochemicalReaction976	BCMO1:Fe2+ oxidises betaC to atRAL	SmallMolecule223	SmallMolecule225	
BiochemicalReaction977	atRAL binds to RBP2	Protein2777	Complex1256	
BiochemicalReaction977	atRAL binds to RBP2	SmallMolecule225	Complex1256	
BiochemicalReaction978	RDH11 reduces RBP2:atRAL to RBP2:atROL	Complex1256	Complex1254	
BiochemicalReaction978	RDH11 reduces RBP2:atRAL to RBP2:atROL	SmallMolecule25	Complex1254	
BiochemicalReaction978	RDH11 reduces RBP2:atRAL to RBP2:atROL	SmallMolecule226	Complex1254	
BiochemicalReaction978	RDH11 reduces RBP2:atRAL to RBP2:atROL	SmallMolecule226	SmallMolecule227	
BiochemicalReaction978	RDH11 reduces RBP2:atRAL to RBP2:atROL	SmallMolecule25	SmallMolecule227	
BiochemicalReaction978	RDH11 reduces RBP2:atRAL to RBP2:atROL	Complex1256	SmallMolecule227	
BiochemicalReaction979	AKRs reduce RBP2:atRAL to RBP2:atROL	Complex1256	Complex1254	
BiochemicalReaction979	AKRs reduce RBP2:atRAL to RBP2:atROL	SmallMolecule25	Complex1254	
BiochemicalReaction979	AKRs reduce RBP2:atRAL to RBP2:atROL	SmallMolecule226	Complex1254	
BiochemicalReaction979	AKRs reduce RBP2:atRAL to RBP2:atROL	SmallMolecule226	SmallMolecule227	
BiochemicalReaction979	AKRs reduce RBP2:atRAL to RBP2:atROL	SmallMolecule25	SmallMolecule227	
BiochemicalReaction979	AKRs reduce RBP2:atRAL to RBP2:atROL	Complex1256	SmallMolecule227	
BiochemicalReaction98	Ubiquitination of stimulated EGFR (CBL:GRB2)	Protein281	Complex172	
BiochemicalReaction98	Ubiquitination of stimulated EGFR (CBL:GRB2)	Complex171	Complex172	
BiochemicalReaction980	LRAT esterifies RBP2:atROL and FACYLs to atREs	Complex1254	SmallMolecule233	
BiochemicalReaction980	LRAT esterifies RBP2:atROL and FACYLs to atREs	SmallMolecule228	SmallMolecule233	
BiochemicalReaction980	LRAT esterifies RBP2:atROL and FACYLs to atREs	SmallMolecule228	Protein2777	
BiochemicalReaction980	LRAT esterifies RBP2:atROL and FACYLs to atREs	Complex1254	Protein2777	
BiochemicalReaction981	atREs binds to nascent CM	Complex1257	Complex1259	
BiochemicalReaction981	atREs binds to nascent CM	SmallMolecule233	Complex1259	
BiochemicalReaction982	Chylomicron secretion into the lymphatic system	Complex1259	Complex1260	
BiochemicalReaction983	Nascent CMs transform into mature CMs	Complex1262	Complex1263	
BiochemicalReaction983	Nascent CMs transform into mature CMs	Complex1260	Complex1263	
BiochemicalReaction983	Nascent CMs transform into mature CMs	Complex1260	Complex1264	
BiochemicalReaction983	Nascent CMs transform into mature CMs	Complex1262	Complex1264	
BiochemicalReaction984	LPL hydrolyses TGs from mature CMs	Complex1264	SmallMolecule252	
BiochemicalReaction984	LPL hydrolyses TGs from mature CMs	Complex1264	Complex1265	
BiochemicalReaction984	LPL hydrolyses TGs from mature CMs	Complex1264	SmallMolecule251	
BiochemicalReaction985	LDLR transports extracellular CR:atREs to cytosol 	Complex1265	Complex1268	
BiochemicalReaction986	CR:atREs binds apoE and HSPG	Protein2796	Complex1271	
BiochemicalReaction986	CR:atREs binds apoE and HSPG	Complex1265	Complex1271	
BiochemicalReaction986	CR:atREs binds apoE and HSPG	PhysicalEntity59	Complex1271	
BiochemicalReaction987	LRPs transport extracellular CR:atREs:HSPG:apoE to cytosol	Complex1271	Complex1273	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	SmallMolecule262	SmallMolecule269	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	Complex1268	SmallMolecule269	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	Complex1268	Complex1269	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	SmallMolecule262	Complex1269	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	Complex1268	SmallMolecule263	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	SmallMolecule262	SmallMolecule263	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	Complex1268	SmallMolecule264	
BiochemicalReaction988	NREH hydrolyses atREs to atROL and FAs	SmallMolecule262	SmallMolecule264	
BiochemicalReaction989	NREH hydrolyses atREs (HSPG:apoE) to atROL and FAs	SmallMolecule262	SmallMolecule269	
